"","Date","Species","site","transect","average_value","Week","month","year","YearMonth","YearMonthSite","WeekYearSite","cape"
"199",2023-07-15,"Hedophyllum sessile","RP",4,1.125,"28","07","23",Jul 2023,"Jul 2023_RP","28_23_RP","Blanco"
"200",2023-07-15,"Hedophyllum sessile","RP",5,0.333333333333333,"28","07","23",Jul 2023,"Jul 2023_RP","28_23_RP","Blanco"
"201",2023-07-16,"Alaria marginata","CB",1,1.85714285714286,"28","07","23",Jul 2023,"Jul 2023_CB","28_23_CB","Blanco"
"202",2023-07-16,"Alaria marginata","CB",2,0.8,"28","07","23",Jul 2023,"Jul 2023_CB","28_23_CB","Blanco"
"203",2023-07-16,"Alaria marginata","CB",3,2.33333333333333,"28","07","23",Jul 2023,"Jul 2023_CB","28_23_CB","Blanco"
"204",2023-07-16,"Alaria marginata","CB",4,3.16666666666667,"28","07","23",Jul 2023,"Jul 2023_CB","28_23_CB","Blanco"
"205",2023-07-16,"Lessoniopsis littoralis","CB",3,2,"28","07","23",Jul 2023,"Jul 2023_CB","28_23_CB","Blanco"
"206",2023-07-16,"Lessoniopsis littoralis","CB",4,1.14285714285714,"28","07","23",Jul 2023,"Jul 2023_CB","28_23_CB","Blanco"
"207",2023-07-16,"Lessoniopsis littoralis","CB",5,1,"28","07","23",Jul 2023,"Jul 2023_CB","28_23_CB","Blanco"
"208",2023-07-16,"Postelsia palmaeformis","CB",1,6.33333333333333,"28","07","23",Jul 2023,"Jul 2023_CB","28_23_CB","Blanco"
"209",2023-07-16,"Postelsia palmaeformis","CB",2,7.66666666666667,"28","07","23",Jul 2023,"Jul 2023_CB","28_23_CB","Blanco"
"210",2023-07-16,"Postelsia palmaeformis","CB",3,7.33333333333333,"28","07","23",Jul 2023,"Jul 2023_CB","28_23_CB","Blanco"
"211",2023-07-16,"Postelsia palmaeformis","CB",4,4,"28","07","23",Jul 2023,"Jul 2023_CB","28_23_CB","Blanco"
"212",2023-07-16,"Postelsia palmaeformis","CB",5,2,"28","07","23",Jul 2023,"Jul 2023_CB","28_23_CB","Blanco"
"213",2023-07-18,"Egregia menziesii","FC",1,0.2,"29","07","23",Jul 2023,"Jul 2023_FC","29_23_FC","Foulweather"
"214",2023-07-18,"Egregia menziesii","FC",3,0.6,"29","07","23",Jul 2023,"Jul 2023_FC","29_23_FC","Foulweather"
"215",2023-07-18,"Egregia menziesii","FC",4,0.4,"29","07","23",Jul 2023,"Jul 2023_FC","29_23_FC","Foulweather"
"216",2023-07-18,"Egregia menziesii","SH",1,0.333333333333333,"29","07","23",Jul 2023,"Jul 2023_SH","29_23_SH","Perpetua"
"217",2023-07-18,"Egregia menziesii","SH",2,1.85714285714286,"29","07","23",Jul 2023,"Jul 2023_SH","29_23_SH","Perpetua"
"218",2023-07-18,"Egregia menziesii","SH",3,1.33333333333333,"29","07","23",Jul 2023,"Jul 2023_SH","29_23_SH","Perpetua"
"219",2023-07-18,"Egregia menziesii","SH",5,0.666666666666667,"29","07","23",Jul 2023,"Jul 2023_SH","29_23_SH","Perpetua"
"220",2023-07-18,"Hedophyllum sessile","FC",1,1,"29","07","23",Jul 2023,"Jul 2023_FC","29_23_FC","Foulweather"
"221",2023-07-18,"Hedophyllum sessile","FC",2,1.5,"29","07","23",Jul 2023,"Jul 2023_FC","29_23_FC","Foulweather"
"222",2023-07-18,"Hedophyllum sessile","FC",4,0.857142857142857,"29","07","23",Jul 2023,"Jul 2023_FC","29_23_FC","Foulweather"
"223",2023-07-18,"Hedophyllum sessile","FC",5,0.666666666666667,"29","07","23",Jul 2023,"Jul 2023_FC","29_23_FC","Foulweather"
"224",2023-07-18,"Hedophyllum sessile","SH",1,2.4,"29","07","23",Jul 2023,"Jul 2023_SH","29_23_SH","Perpetua"
"225",2023-07-18,"Hedophyllum sessile","SH",2,2.83333333333333,"29","07","23",Jul 2023,"Jul 2023_SH","29_23_SH","Perpetua"
"226",2023-07-18,"Hedophyllum sessile","SH",3,1.66666666666667,"29","07","23",Jul 2023,"Jul 2023_SH","29_23_SH","Perpetua"
"227",2023-07-18,"Hedophyllum sessile","SH",4,0.714285714285714,"29","07","23",Jul 2023,"Jul 2023_SH","29_23_SH","Perpetua"
"228",2023-07-18,"Hedophyllum sessile","SH",5,3.83333333333333,"29","07","23",Jul 2023,"Jul 2023_SH","29_23_SH","Perpetua"
"229",2023-07-18,"Laminaria sinclairii","SH",1,43.5,"29","07","23",Jul 2023,"Jul 2023_SH","29_23_SH","Perpetua"
"230",2023-07-18,"Laminaria sinclairii","SH",2,49.5,"29","07","23",Jul 2023,"Jul 2023_SH","29_23_SH","Perpetua"
"231",2023-07-18,"Laminaria sinclairii","SH",3,99,"29","07","23",Jul 2023,"Jul 2023_SH","29_23_SH","Perpetua"
"232",2023-07-18,"Laminaria sinclairii","SH",4,47,"29","07","23",Jul 2023,"Jul 2023_SH","29_23_SH","Perpetua"
"233",2023-07-18,"Laminaria sinclairii","SH",5,24,"29","07","23",Jul 2023,"Jul 2023_SH","29_23_SH","Perpetua"
"234",2023-07-18,"Lessoniopsis littoralis","FC",2,0,"29","07","23",Jul 2023,"Jul 2023_FC","29_23_FC","Foulweather"
"235",2023-07-18,"Lessoniopsis littoralis","FC",3,1,"29","07","23",Jul 2023,"Jul 2023_FC","29_23_FC","Foulweather"
"236",2023-07-18,"Lessoniopsis littoralis","FC",4,3.23076923076923,"29","07","23",Jul 2023,"Jul 2023_FC","29_23_FC","Foulweather"
"237",2023-07-18,"Lessoniopsis littoralis","FC",5,3,"29","07","23",Jul 2023,"Jul 2023_FC","29_23_FC","Foulweather"
"238",2023-07-18,"Postelsia palmaeformis","FC",1,2.33333333333333,"29","07","23",Jul 2023,"Jul 2023_FC","29_23_FC","Foulweather"
"239",2023-07-18,"Postelsia palmaeformis","FC",2,13,"29","07","23",Jul 2023,"Jul 2023_FC","29_23_FC","Foulweather"
"240",2023-07-18,"Postelsia palmaeformis","FC",3,7,"29","07","23",Jul 2023,"Jul 2023_FC","29_23_FC","Foulweather"
"241",2023-07-18,"Postelsia palmaeformis","FC",4,6.5,"29","07","23",Jul 2023,"Jul 2023_FC","29_23_FC","Foulweather"
"242",2023-07-18,"Postelsia palmaeformis","FC",5,15,"29","07","23",Jul 2023,"Jul 2023_FC","29_23_FC","Foulweather"
"243",2023-07-19,"Alaria marginata","BB",2,2.41666666666667,"29","07","23",Jul 2023,"Jul 2023_BB","29_23_BB","Foulweather"
"244",2023-07-19,"Alaria marginata","BB",3,3.5,"29","07","23",Jul 2023,"Jul 2023_BB","29_23_BB","Foulweather"
"245",2023-07-19,"Alaria marginata","BB",5,2.2,"29","07","23",Jul 2023,"Jul 2023_BB","29_23_BB","Foulweather"
"246",2023-07-19,"Egregia menziesii","BB",1,0.8,"29","07","23",Jul 2023,"Jul 2023_BB","29_23_BB","Foulweather"
"247",2023-07-19,"Egregia menziesii","BB",2,0.6,"29","07","23",Jul 2023,"Jul 2023_BB","29_23_BB","Foulweather"
"248",2023-07-19,"Egregia menziesii","BB",3,0.2,"29","07","23",Jul 2023,"Jul 2023_BB","29_23_BB","Foulweather"
"249",2023-07-19,"Egregia menziesii","BB",4,0.2,"29","07","23",Jul 2023,"Jul 2023_BB","29_23_BB","Foulweather"
"250",2023-07-19,"Egregia menziesii","BB",5,0.2,"29","07","23",Jul 2023,"Jul 2023_BB","29_23_BB","Foulweather"
"251",2023-07-19,"Hedophyllum sessile","BB",1,2.69230769230769,"29","07","23",Jul 2023,"Jul 2023_BB","29_23_BB","Foulweather"
"252",2023-07-19,"Hedophyllum sessile","BB",2,1.22222222222222,"29","07","23",Jul 2023,"Jul 2023_BB","29_23_BB","Foulweather"
"253",2023-07-19,"Lessoniopsis littoralis","BB",2,4,"29","07","23",Jul 2023,"Jul 2023_BB","29_23_BB","Foulweather"
"254",2023-07-19,"Lessoniopsis littoralis","BB",5,1.5,"29","07","23",Jul 2023,"Jul 2023_BB","29_23_BB","Foulweather"
"255",2023-07-31,"Egregia menziesii","FC",1,0.4,"30","07","23",Jul 2023,"Jul 2023_FC","30_23_FC","Foulweather"
"256",2023-07-31,"Egregia menziesii","FC",2,0,"30","07","23",Jul 2023,"Jul 2023_FC","30_23_FC","Foulweather"
"257",2023-07-31,"Egregia menziesii","FC",3,0,"30","07","23",Jul 2023,"Jul 2023_FC","30_23_FC","Foulweather"
"258",2023-07-31,"Egregia menziesii","FC",4,0,"30","07","23",Jul 2023,"Jul 2023_FC","30_23_FC","Foulweather"
"259",2023-07-31,"Egregia menziesii","FC",5,0.6,"30","07","23",Jul 2023,"Jul 2023_FC","30_23_FC","Foulweather"
"260",2023-07-31,"Hedophyllum sessile","FC",1,0,"30","07","23",Jul 2023,"Jul 2023_FC","30_23_FC","Foulweather"
"261",2023-07-31,"Hedophyllum sessile","FC",2,0.8,"30","07","23",Jul 2023,"Jul 2023_FC","30_23_FC","Foulweather"
"262",2023-07-31,"Hedophyllum sessile","FC",4,0.8,"30","07","23",Jul 2023,"Jul 2023_FC","30_23_FC","Foulweather"
"263",2023-07-31,"Hedophyllum sessile","FC",5,0.714285714285714,"30","07","23",Jul 2023,"Jul 2023_FC","30_23_FC","Foulweather"
"264",2023-07-31,"Lessoniopsis littoralis","FC",1,2.85714285714286,"30","07","23",Jul 2023,"Jul 2023_FC","30_23_FC","Foulweather"
"265",2023-07-31,"Lessoniopsis littoralis","FC",2,0.2,"30","07","23",Jul 2023,"Jul 2023_FC","30_23_FC","Foulweather"
"266",2023-07-31,"Lessoniopsis littoralis","FC",3,1.6,"30","07","23",Jul 2023,"Jul 2023_FC","30_23_FC","Foulweather"
"267",2023-07-31,"Lessoniopsis littoralis","FC",4,2.375,"30","07","23",Jul 2023,"Jul 2023_FC","30_23_FC","Foulweather"
"268",2023-07-31,"Lessoniopsis littoralis","FC",5,1.75,"30","07","23",Jul 2023,"Jul 2023_FC","30_23_FC","Foulweather"
"269",2023-07-31,"Postelsia palmaeformis","FC",1,3.5,"30","07","23",Jul 2023,"Jul 2023_FC","30_23_FC","Foulweather"
"270",2023-07-31,"Postelsia palmaeformis","FC",2,7.66666666666667,"30","07","23",Jul 2023,"Jul 2023_FC","30_23_FC","Foulweather"
"271",2023-07-31,"Postelsia palmaeformis","FC",3,10,"30","07","23",Jul 2023,"Jul 2023_FC","30_23_FC","Foulweather"
"272",2023-07-31,"Postelsia palmaeformis","FC",4,1,"30","07","23",Jul 2023,"Jul 2023_FC","30_23_FC","Foulweather"
"273",2023-07-31,"Postelsia palmaeformis","FC",5,11.3333333333333,"30","07","23",Jul 2023,"Jul 2023_FC","30_23_FC","Foulweather"
"274",2023-08-01,"Alaria marginata","BB",1,2.42857142857143,"31","08","23",Aug 2023,"Aug 2023_BB","31_23_BB","Foulweather"
"275",2023-08-01,"Alaria marginata","BB",2,2.875,"31","08","23",Aug 2023,"Aug 2023_BB","31_23_BB","Foulweather"
"276",2023-08-01,"Alaria marginata","BB",3,7,"31","08","23",Aug 2023,"Aug 2023_BB","31_23_BB","Foulweather"
"277",2023-08-01,"Alaria marginata","BB",5,4.5,"31","08","23",Aug 2023,"Aug 2023_BB","31_23_BB","Foulweather"
"278",2023-08-01,"Hedophyllum sessile","BB",1,1,"31","08","23",Aug 2023,"Aug 2023_BB","31_23_BB","Foulweather"
"279",2023-08-01,"Hedophyllum sessile","BB",2,0.6,"31","08","23",Aug 2023,"Aug 2023_BB","31_23_BB","Foulweather"
"280",2023-08-01,"Hedophyllum sessile","BB",3,0.666666666666667,"31","08","23",Aug 2023,"Aug 2023_BB","31_23_BB","Foulweather"
"281",2023-08-01,"Hedophyllum sessile","BB",4,1.16666666666667,"31","08","23",Aug 2023,"Aug 2023_BB","31_23_BB","Foulweather"
"282",2023-08-01,"Hedophyllum sessile","BB",5,0.2,"31","08","23",Aug 2023,"Aug 2023_BB","31_23_BB","Foulweather"
"283",2023-08-02,"Hedophyllum sessile","YB",1,5,"31","08","23",Aug 2023,"Aug 2023_YB","31_23_YB","Perpetua"
"284",2023-08-02,"Hedophyllum sessile","YB",2,1.42857142857143,"31","08","23",Aug 2023,"Aug 2023_YB","31_23_YB","Perpetua"
"285",2023-08-02,"Hedophyllum sessile","YB",3,1,"31","08","23",Aug 2023,"Aug 2023_YB","31_23_YB","Perpetua"
"286",2023-08-02,"Hedophyllum sessile","YB",4,2.75,"31","08","23",Aug 2023,"Aug 2023_YB","31_23_YB","Perpetua"
"287",2023-08-02,"Hedophyllum sessile","YB",5,0.714285714285714,"31","08","23",Aug 2023,"Aug 2023_YB","31_23_YB","Perpetua"
"288",2023-08-02,"Postelsia palmaeformis","YB",1,5,"31","08","23",Aug 2023,"Aug 2023_YB","31_23_YB","Perpetua"
"289",2023-08-02,"Postelsia palmaeformis","YB",2,8,"31","08","23",Aug 2023,"Aug 2023_YB","31_23_YB","Perpetua"
"290",2023-08-02,"Postelsia palmaeformis","YB",3,10.6666666666667,"31","08","23",Aug 2023,"Aug 2023_YB","31_23_YB","Perpetua"
"291",2023-08-02,"Postelsia palmaeformis","YB",4,7.66666666666667,"31","08","23",Aug 2023,"Aug 2023_YB","31_23_YB","Perpetua"
"292",2023-08-02,"Postelsia palmaeformis","YB",5,17,"31","08","23",Aug 2023,"Aug 2023_YB","31_23_YB","Perpetua"
"293",2023-08-03,"Hedophyllum sessile","CB",1,0.5,"31","08","23",Aug 2023,"Aug 2023_CB","31_23_CB","Blanco"
"294",2023-08-03,"Hedophyllum sessile","CB",2,0.666666666666667,"31","08","23",Aug 2023,"Aug 2023_CB","31_23_CB","Blanco"
"295",2023-08-03,"Hedophyllum sessile","CB",3,1.18181818181818,"31","08","23",Aug 2023,"Aug 2023_CB","31_23_CB","Blanco"
"296",2023-08-03,"Hedophyllum sessile","CB",4,0.4,"31","08","23",Aug 2023,"Aug 2023_CB","31_23_CB","Blanco"
"297",2023-08-03,"Hedophyllum sessile","CB",5,0.666666666666667,"31","08","23",Aug 2023,"Aug 2023_CB","31_23_CB","Blanco"
"298",2023-08-03,"Lessoniopsis littoralis","CB",1,1.2,"31","08","23",Aug 2023,"Aug 2023_CB","31_23_CB","Blanco"
"299",2023-08-03,"Lessoniopsis littoralis","CB",2,1.14285714285714,"31","08","23",Aug 2023,"Aug 2023_CB","31_23_CB","Blanco"
"300",2023-08-03,"Lessoniopsis littoralis","CB",3,0.6,"31","08","23",Aug 2023,"Aug 2023_CB","31_23_CB","Blanco"
"301",2023-08-03,"Lessoniopsis littoralis","CB",4,0.6,"31","08","23",Aug 2023,"Aug 2023_CB","31_23_CB","Blanco"
"302",2023-08-03,"Lessoniopsis littoralis","CB",5,0.833333333333333,"31","08","23",Aug 2023,"Aug 2023_CB","31_23_CB","Blanco"
"303",2023-08-04,"Alaria marginata","CB",1,1.33333333333333,"31","08","23",Aug 2023,"Aug 2023_CB","31_23_CB","Blanco"
"304",2023-08-04,"Alaria marginata","CB",2,0,"31","08","23",Aug 2023,"Aug 2023_CB","31_23_CB","Blanco"
"305",2023-08-04,"Alaria marginata","CB",3,1,"31","08","23",Aug 2023,"Aug 2023_CB","31_23_CB","Blanco"
"306",2023-08-04,"Alaria marginata","CB",4,2.125,"31","08","23",Aug 2023,"Aug 2023_CB","31_23_CB","Blanco"
"307",2023-08-04,"Alaria marginata","CB",5,0.833333333333333,"31","08","23",Aug 2023,"Aug 2023_CB","31_23_CB","Blanco"
"308",2023-08-04,"Egregia menziesii","CB",2,0.2,"31","08","23",Aug 2023,"Aug 2023_CB","31_23_CB","Blanco"
"309",2023-08-04,"Egregia menziesii","CB",3,0,"31","08","23",Aug 2023,"Aug 2023_CB","31_23_CB","Blanco"
"310",2023-08-04,"Egregia menziesii","CB",4,0,"31","08","23",Aug 2023,"Aug 2023_CB","31_23_CB","Blanco"
"311",2023-08-04,"Postelsia palmaeformis","CB",1,13,"31","08","23",Aug 2023,"Aug 2023_CB","31_23_CB","Blanco"
"312",2023-08-04,"Postelsia palmaeformis","CB",2,8,"31","08","23",Aug 2023,"Aug 2023_CB","31_23_CB","Blanco"
"313",2023-08-04,"Postelsia palmaeformis","CB",3,6.33333333333333,"31","08","23",Aug 2023,"Aug 2023_CB","31_23_CB","Blanco"
"314",2023-08-04,"Postelsia palmaeformis","CB",4,4,"31","08","23",Aug 2023,"Aug 2023_CB","31_23_CB","Blanco"
"315",2023-08-04,"Postelsia palmaeformis","CB",5,3.5,"31","08","23",Aug 2023,"Aug 2023_CB","31_23_CB","Blanco"
"316",2023-08-05,"Hedophyllum sessile","RP",4,0.4,"31","08","23",Aug 2023,"Aug 2023_RP","31_23_RP","Blanco"
"317",2023-08-16,"Egregia menziesii","YB",1,0.2,"33","08","23",Aug 2023,"Aug 2023_YB","33_23_YB","Perpetua"
"318",2023-08-16,"Egregia menziesii","YB",2,0.2,"33","08","23",Aug 2023,"Aug 2023_YB","33_23_YB","Perpetua"
"319",2023-08-16,"Egregia menziesii","YB",3,0.4,"33","08","23",Aug 2023,"Aug 2023_YB","33_23_YB","Perpetua"
"320",2023-08-16,"Postelsia palmaeformis","YB",3,8.5,"33","08","23",Aug 2023,"Aug 2023_YB","33_23_YB","Perpetua"
"321",2023-08-16,"Postelsia palmaeformis","YB",4,7.5,"33","08","23",Aug 2023,"Aug 2023_YB","33_23_YB","Perpetua"
"322",2023-08-16,"Postelsia palmaeformis","YB",5,7,"33","08","23",Aug 2023,"Aug 2023_YB","33_23_YB","Perpetua"
"323",2023-08-29,"Egregia menziesii","YB",1,0,"35","08","23",Aug 2023,"Aug 2023_YB","35_23_YB","Perpetua"
"324",2023-08-29,"Egregia menziesii","YB",2,0,"35","08","23",Aug 2023,"Aug 2023_YB","35_23_YB","Perpetua"
"325",2023-08-29,"Egregia menziesii","YB",3,0.2,"35","08","23",Aug 2023,"Aug 2023_YB","35_23_YB","Perpetua"
"326",2023-08-29,"Hedophyllum sessile","YB",1,4.42857142857143,"35","08","23",Aug 2023,"Aug 2023_YB","35_23_YB","Perpetua"
"327",2023-08-29,"Hedophyllum sessile","YB",2,1.83333333333333,"35","08","23",Aug 2023,"Aug 2023_YB","35_23_YB","Perpetua"
"328",2023-08-29,"Hedophyllum sessile","YB",3,1.4,"35","08","23",Aug 2023,"Aug 2023_YB","35_23_YB","Perpetua"
"329",2023-08-29,"Hedophyllum sessile","YB",4,2.2,"35","08","23",Aug 2023,"Aug 2023_YB","35_23_YB","Perpetua"
"330",2023-08-29,"Hedophyllum sessile","YB",5,0.4,"35","08","23",Aug 2023,"Aug 2023_YB","35_23_YB","Perpetua"
"331",2023-08-29,"Laminaria sinclairii","YB",1,11.6666666666667,"35","08","23",Aug 2023,"Aug 2023_YB","35_23_YB","Perpetua"
"332",2023-08-29,"Laminaria sinclairii","YB",2,14.6666666666667,"35","08","23",Aug 2023,"Aug 2023_YB","35_23_YB","Perpetua"
"333",2023-08-29,"Laminaria sinclairii","YB",3,22,"35","08","23",Aug 2023,"Aug 2023_YB","35_23_YB","Perpetua"
"334",2023-08-29,"Laminaria sinclairii","YB",4,11,"35","08","23",Aug 2023,"Aug 2023_YB","35_23_YB","Perpetua"
"335",2023-08-29,"Laminaria sinclairii","YB",5,10,"35","08","23",Aug 2023,"Aug 2023_YB","35_23_YB","Perpetua"
"336",2023-08-29,"Postelsia palmaeformis","YB",1,1,"35","08","23",Aug 2023,"Aug 2023_YB","35_23_YB","Perpetua"
"337",2023-08-29,"Postelsia palmaeformis","YB",2,5,"35","08","23",Aug 2023,"Aug 2023_YB","35_23_YB","Perpetua"
"338",2023-08-29,"Postelsia palmaeformis","YB",3,8.5,"35","08","23",Aug 2023,"Aug 2023_YB","35_23_YB","Perpetua"
"339",2023-08-29,"Postelsia palmaeformis","YB",4,5.66666666666667,"35","08","23",Aug 2023,"Aug 2023_YB","35_23_YB","Perpetua"
"340",2023-08-29,"Postelsia palmaeformis","YB",5,9,"35","08","23",Aug 2023,"Aug 2023_YB","35_23_YB","Perpetua"
"341",2023-08-30,"Egregia menziesii","SH",1,0.2,"35","08","23",Aug 2023,"Aug 2023_SH","35_23_SH","Perpetua"
"342",2023-08-30,"Hedophyllum sessile","CB",1,0,"35","08","23",Aug 2023,"Aug 2023_CB","35_23_CB","Blanco"
"343",2023-08-30,"Hedophyllum sessile","CB",2,2.2,"35","08","23",Aug 2023,"Aug 2023_CB","35_23_CB","Blanco"
"344",2023-08-30,"Hedophyllum sessile","CB",3,2.85714285714286,"35","08","23",Aug 2023,"Aug 2023_CB","35_23_CB","Blanco"
"345",2023-08-30,"Hedophyllum sessile","CB",4,0,"35","08","23",Aug 2023,"Aug 2023_CB","35_23_CB","Blanco"
"346",2023-08-30,"Hedophyllum sessile","CB",5,0.8,"35","08","23",Aug 2023,"Aug 2023_CB","35_23_CB","Blanco"
"347",2023-08-30,"Hedophyllum sessile","FC",2,0.2,"35","08","23",Aug 2023,"Aug 2023_FC","35_23_FC","Foulweather"
"348",2023-08-30,"Hedophyllum sessile","FC",5,0.4,"35","08","23",Aug 2023,"Aug 2023_FC","35_23_FC","Foulweather"
"349",2023-08-30,"Hedophyllum sessile","SH",1,0.5,"35","08","23",Aug 2023,"Aug 2023_SH","35_23_SH","Perpetua"
"350",2023-08-30,"Hedophyllum sessile","SH",2,1,"35","08","23",Aug 2023,"Aug 2023_SH","35_23_SH","Perpetua"
"351",2023-08-30,"Hedophyllum sessile","SH",3,0.666666666666667,"35","08","23",Aug 2023,"Aug 2023_SH","35_23_SH","Perpetua"
"352",2023-08-30,"Hedophyllum sessile","SH",4,0,"35","08","23",Aug 2023,"Aug 2023_SH","35_23_SH","Perpetua"
"353",2023-08-30,"Lessoniopsis littoralis","CB",1,1,"35","08","23",Aug 2023,"Aug 2023_CB","35_23_CB","Blanco"
"354",2023-08-30,"Lessoniopsis littoralis","CB",2,0.8,"35","08","23",Aug 2023,"Aug 2023_CB","35_23_CB","Blanco"
"355",2023-08-30,"Lessoniopsis littoralis","CB",3,0.4,"35","08","23",Aug 2023,"Aug 2023_CB","35_23_CB","Blanco"
"356",2023-08-30,"Lessoniopsis littoralis","CB",4,0.2,"35","08","23",Aug 2023,"Aug 2023_CB","35_23_CB","Blanco"
"357",2023-08-30,"Lessoniopsis littoralis","CB",5,1,"35","08","23",Aug 2023,"Aug 2023_CB","35_23_CB","Blanco"
"358",2023-08-30,"Postelsia palmaeformis","CB",1,2.5,"35","08","23",Aug 2023,"Aug 2023_CB","35_23_CB","Blanco"
"359",2023-08-30,"Postelsia palmaeformis","CB",2,5.5,"35","08","23",Aug 2023,"Aug 2023_CB","35_23_CB","Blanco"
"360",2023-08-30,"Postelsia palmaeformis","CB",3,2.5,"35","08","23",Aug 2023,"Aug 2023_CB","35_23_CB","Blanco"
"361",2023-08-30,"Postelsia palmaeformis","CB",4,3,"35","08","23",Aug 2023,"Aug 2023_CB","35_23_CB","Blanco"
"362",2023-08-30,"Postelsia palmaeformis","CB",5,4.5,"35","08","23",Aug 2023,"Aug 2023_CB","35_23_CB","Blanco"
"363",2023-08-30,"Postelsia palmaeformis","FC",1,2.75,"35","08","23",Aug 2023,"Aug 2023_FC","35_23_FC","Foulweather"
"364",2023-08-30,"Postelsia palmaeformis","FC",3,8,"35","08","23",Aug 2023,"Aug 2023_FC","35_23_FC","Foulweather"
"365",2023-08-30,"Postelsia palmaeformis","FC",4,2,"35","08","23",Aug 2023,"Aug 2023_FC","35_23_FC","Foulweather"
"366",2023-08-30,"Postelsia palmaeformis","FC",5,5.5,"35","08","23",Aug 2023,"Aug 2023_FC","35_23_FC","Foulweather"
"367",2023-08-31,"Alaria marginata","RP",1,1.4,"35","08","23",Aug 2023,"Aug 2023_RP","35_23_RP","Blanco"
"368",2023-08-31,"Alaria marginata","RP",2,0,"35","08","23",Aug 2023,"Aug 2023_RP","35_23_RP","Blanco"
"369",2023-08-31,"Alaria marginata","RP",3,1.4,"35","08","23",Aug 2023,"Aug 2023_RP","35_23_RP","Blanco"
"370",2023-08-31,"Alaria marginata","RP",4,1.8,"35","08","23",Aug 2023,"Aug 2023_RP","35_23_RP","Blanco"
"371",2023-08-31,"Egregia menziesii","RP",1,0,"35","08","23",Aug 2023,"Aug 2023_RP","35_23_RP","Blanco"
"372",2023-08-31,"Egregia menziesii","RP",2,0.4,"35","08","23",Aug 2023,"Aug 2023_RP","35_23_RP","Blanco"
"373",2023-08-31,"Egregia menziesii","RP",3,0,"35","08","23",Aug 2023,"Aug 2023_RP","35_23_RP","Blanco"
"374",2023-08-31,"Egregia menziesii","RP",4,0,"35","08","23",Aug 2023,"Aug 2023_RP","35_23_RP","Blanco"
"375",2023-08-31,"Hedophyllum sessile","RP",1,2.5,"35","08","23",Aug 2023,"Aug 2023_RP","35_23_RP","Blanco"
"376",2023-08-31,"Hedophyllum sessile","RP",2,2.83333333333333,"35","08","23",Aug 2023,"Aug 2023_RP","35_23_RP","Blanco"
"377",2023-08-31,"Hedophyllum sessile","RP",3,4.85714285714286,"35","08","23",Aug 2023,"Aug 2023_RP","35_23_RP","Blanco"
"378",2023-08-31,"Hedophyllum sessile","RP",4,2,"35","08","23",Aug 2023,"Aug 2023_RP","35_23_RP","Blanco"
"379",2023-08-31,"Hedophyllum sessile","RP",5,1.6,"35","08","23",Aug 2023,"Aug 2023_RP","35_23_RP","Blanco"
"380",2023-09-01,"Alaria marginata","TK",2,2.16666666666667,"35","09","23",Sep 2023,"Sep 2023_TK","35_23_TK","Perpetua"
"381",2023-09-01,"Alaria marginata","TK",3,1.4,"35","09","23",Sep 2023,"Sep 2023_TK","35_23_TK","Perpetua"
"382",2023-09-01,"Alaria marginata","TK",4,0.2,"35","09","23",Sep 2023,"Sep 2023_TK","35_23_TK","Perpetua"
"383",2023-09-01,"Alaria marginata","TK",5,0,"35","09","23",Sep 2023,"Sep 2023_TK","35_23_TK","Perpetua"
"384",2023-09-01,"Egregia menziesii","BB",1,0,"35","09","23",Sep 2023,"Sep 2023_BB","35_23_BB","Foulweather"
"385",2023-09-01,"Egregia menziesii","BB",2,0,"35","09","23",Sep 2023,"Sep 2023_BB","35_23_BB","Foulweather"
"386",2023-09-01,"Egregia menziesii","BB",3,0,"35","09","23",Sep 2023,"Sep 2023_BB","35_23_BB","Foulweather"
"387",2023-09-01,"Egregia menziesii","BB",4,0,"35","09","23",Sep 2023,"Sep 2023_BB","35_23_BB","Foulweather"
"388",2023-09-01,"Egregia menziesii","BB",5,0.2,"35","09","23",Sep 2023,"Sep 2023_BB","35_23_BB","Foulweather"
"389",2023-09-01,"Hedophyllum sessile","BB",1,0.833333333333333,"35","09","23",Sep 2023,"Sep 2023_BB","35_23_BB","Foulweather"
"390",2023-09-01,"Hedophyllum sessile","BB",2,1.22222222222222,"35","09","23",Sep 2023,"Sep 2023_BB","35_23_BB","Foulweather"
"391",2023-09-01,"Hedophyllum sessile","BB",3,1.44444444444444,"35","09","23",Sep 2023,"Sep 2023_BB","35_23_BB","Foulweather"
"392",2023-09-01,"Hedophyllum sessile","BB",4,0.2,"35","09","23",Sep 2023,"Sep 2023_BB","35_23_BB","Foulweather"
"393",2023-11-27,"Egregia menziesii","YB",1,0,"47","11","23",Nov 2023,"Nov 2023_YB","47_23_YB","Perpetua"
"394",2023-11-27,"Egregia menziesii","YB",2,0,"47","11","23",Nov 2023,"Nov 2023_YB","47_23_YB","Perpetua"
"395",2023-11-27,"Egregia menziesii","YB",3,0,"47","11","23",Nov 2023,"Nov 2023_YB","47_23_YB","Perpetua"
"396",2023-11-27,"Hedophyllum sessile","YB",1,3.83333333333333,"47","11","23",Nov 2023,"Nov 2023_YB","47_23_YB","Perpetua"
"397",2023-11-27,"Hedophyllum sessile","YB",2,1.875,"47","11","23",Nov 2023,"Nov 2023_YB","47_23_YB","Perpetua"
